日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-20 22:38:15,大野瑛,,スライダー,内角真ん中,2B2S ,右,5ゴロ, , ,サード
2025-08-20 22:38:25,大野瑛,,スライダー,外角高め,0,右,ストライク, , ,なし
2025-08-20 22:38:30,大野瑛,,スライダー,真ん中,1S ,右,ファール, , ,なし
2025-08-20 22:38:35,大野瑛,,ストレート,外角高め,2S ,右,ボール, , ,なし
2025-08-20 22:38:43,大野瑛,,スライダー,真ん中高め,1B2S ,右,ボール, , ,なし
2025-08-20 22:38:49,大野瑛,,スライダー,内角高め,2B2S ,右,ファール, , ,なし
2025-08-20 22:39:00,大野瑛,,ストレート,内角低め,2B2S ,右,9フライ, , ,ライト
2025-08-20 22:39:08,大野瑛,,スライダー,内角低め,0,右,スイング, , ,なし
2025-08-20 22:39:19,大野瑛,,スライダー,真ん中高め,1S ,右,8フライ, , ,センター
2025-08-20 22:39:29,大野瑛,,スライダー,真ん中高め,0,右,ボール, , ,なし
2025-08-20 22:39:35,大野瑛,,スライダー,内角低め,1B ,右,ボール, , ,なし
2025-08-20 22:39:39,大野瑛,,ストレート,真ん中,2B ,右,ストライク, , ,なし
2025-08-20 22:39:47,大野瑛,,ストレート,真ん中高め,2B1S ,右,ファール, , ,なし
2025-08-20 22:39:52,大野瑛,,ストレート,外角高め,2B2S ,右,ボール, , ,なし
2025-08-20 22:40:03,大野瑛,,スライダー,真ん中低め,3B2S ,右,6ゴロ, , ,ショート
2025-08-20 22:40:16,大野瑛,,ストレート,外角高め,0,右,ボール, , ,なし
2025-08-20 22:40:22,大野瑛,,スライダー,真ん中低め,1B ,右,ボール, , ,なし
2025-08-20 22:40:26,大野瑛,,ストレート,真ん中,2B ,右,ストライク, , ,なし
2025-08-20 22:40:34,大野瑛,,スライダー,真ん中低め,2B1S ,右,ボール, , ,なし
2025-08-20 22:40:40,大野瑛,,ストレート,外角高め,3B1S ,右,四球, , ,なし
2025-08-20 22:40:48,大野瑛,,スライダー,外角高め,0,左,ボール, , ,なし
2025-08-20 22:40:54,大野瑛,,ストレート,内角真ん中,1B ,左,ボール, , ,なし
2025-08-20 22:41:04,大野瑛,,ストレート,真ん中,2B ,左,5E , , ,サード
2025-08-20 22:41:10,大野瑛,,ストレート,内角高め,0,左,ボール, , ,なし
2025-08-20 22:41:15,大野瑛,,ストレート,真ん中高め,1B ,左,ボール, , ,なし
2025-08-20 22:41:21,大野瑛,,スライダー,外角低め,2B ,左,ストライク, , ,なし
2025-08-20 22:41:28,大野瑛,,ストレート,外角真ん中,2B1S ,左,ストライク, , ,なし
2025-08-20 22:41:34,大野瑛,,ストレート,外角真ん中,2B2S ,左,ボール, , ,なし
2025-08-20 22:41:40,大野瑛,,スライダー,外角真ん中,3B2S ,左,ファール, , ,なし
2025-08-20 22:41:46,大野瑛,,ストレート,内角高め,3B2S ,左,四球, , ,なし
2025-08-20 22:41:53,大野瑛,,ストレート,外角真ん中,0,左,ストライク, , ,なし
2025-08-20 22:41:58,大野瑛,,スライダー,外角低め,1S ,左,ボール, , ,なし
2025-08-20 22:42:02,大野瑛,,ストレート,真ん中,1B1S,左,ストライク, , ,なし
2025-08-20 22:42:07,大野瑛,,ストレート,真ん中高め,1B2S ,左,ボール, , ,なし
2025-08-20 22:42:13,大野瑛,,スライダー,外角低め,2B2S ,左,空三振, , ,なし
