日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-16 10:03:43,彦坂未望,,スライダー,内角低め,2B ,左,ボール, , ,なし
2025-08-16 10:03:51,彦坂未望,,スライダー,真ん中,3B ,左,ストライク, , ,なし
2025-08-16 10:04:06,彦坂未望,,スライダー,外角低め,3B1S ,左,1ゴロ, , ,なし
2025-08-16 10:14:22,彦坂未望,,カーブ,真ん中高め,0,右,ストライク, , ,なし
2025-08-16 10:14:32,彦坂未望,,ストレート,真ん中高め,1S ,右,ボール, , ,なし
2025-08-16 10:14:48,彦坂未望,,スライダー,真ん中,1B1S,右,8ヒット, , ,センター
2025-08-16 10:14:59,彦坂未望,,ストレート,外角真ん中,0,右,ストライク, , ,なし
2025-08-16 10:15:23,彦坂未望,,ストレート,外角低め,1S ,右,ファール, , ,なし
2025-08-16 10:15:36,彦坂未望,,ストレート,外角高め,2S ,右,1ゴロ, , ,なし
2025-08-16 10:15:45,彦坂未望,,ストレート,内角真ん中,0,右,ストライク, , ,なし
2025-08-16 10:16:01,彦坂未望,,ストレート,外角真ん中,1S ,右,ボール, , ,なし
2025-08-16 10:16:19,彦坂未望,,ストレート,内角真ん中,1B1S,右,4ゴロ, , ,セカンド
2025-08-16 10:32:36,彦坂未望,,ストレート,真ん中低め,0,右,ボール, , ,なし
2025-08-16 10:32:58,彦坂未望,,ストレート,外角真ん中,1B ,右,7ヒット, , ,レフト
2025-08-16 10:33:06,彦坂未望,,ストレート,外角真ん中,0,右,ストライク, , ,なし
2025-08-16 10:33:21,彦坂未望,,スライダー,真ん中,1S ,右,5バント, , ,サード
2025-08-16 10:33:31,彦坂未望,,ストレート,外角真ん中,0,右,ファール, , ,なし
2025-08-16 10:33:47,彦坂未望,,ストレート,真ん中,1S ,右,4ゴロ, , ,セカンド
2025-08-16 10:34:00,彦坂未望,,ストレート,外角高め,0,右,ボール, , ,なし
2025-08-16 10:34:10,彦坂未望,,ストレート,外角低め,1B ,右,ファール, , ,なし
2025-08-16 10:34:25,彦坂未望,,ストレート,外角真ん中,1B1S,右,6E , , ,ショート
2025-08-16 10:34:34,彦坂未望,,ストレート,外角真ん中,0,左,ストライク, , ,なし
2025-08-16 10:34:45,彦坂未望,,カーブ,真ん中低め,1S ,左,ボール, , ,なし
